Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Fine Amount,County
KFP3448,NY,PAS,5601587188,11/11/2022,02:30P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
EGL6742,NY,PAS,5601587504,11/11/2022,03:32P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KDB2679,NY,PAS,5601587826,11/11/2022,06:36P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KFR7101,NY,PAS,5601587553,11/11/2022,03:40P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
93608,NY,PAS,5601586640,11/11/2022,09:37A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KFV4474,NY,PAS,5601587012,11/11/2022,01:32P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KPY8367,NY,PAS,5601587486,11/11/2022,03:31P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KUW9483,NY,PAS,5601586263,11/11/2022,08:14A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
44249MG,NY,COM,5601586603,11/11/2022,09:30A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
72152NC,NY,COM,5601586548,11/11/2022,09:22A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
19344MN,NY,COM,5601587139,11/11/2022,02:26P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
FOP2190,NY,PAS,5601587632,11/11/2022,03:57P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
SHX222,NY,OMT,5601586160,11/11/2022,08:01A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KFK7667,NY,PAS,5601587462,11/11/2022,03:29P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
GZL5804,NY,PAS,5601587723,11/11/2022,04:14P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KVN6559,NY,PAS,5601586974,11/11/2022,01:24P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JDG1527,NY,PAS,5601588739,11/11/2022,07:32A,MOBILE BUS LANE VIOLATION,$200.00 ,MN
KPR2782,NY,PAS,5601587000,11/11/2022,01:27P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KYU2880,NY,PAS,5601586354,11/11/2022,08:24A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HWK1075,NY,PAS,5601587061,11/11/2022,02:18P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KPS4733,NY,PAS,5601587279,11/11/2022,02:55P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KHS1055,NY,PAS,5601587206,11/11/2022,02:33P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
ACX5552,NY,PAS,5601586135,11/11/2022,07:58A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T697770C,NY,OMT,5601586251,11/11/2022,08:14A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KUU6351,NY,PAS,5601586445,11/11/2022,09:08A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
11770ME,NY,COM,5601586627,11/11/2022,09:33A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
97751MK,NY,COM,5601586858,11/11/2022,12:31P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JMJ5533,NY,PAS,5601586937,11/11/2022,12:55P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KEN8733,NY,PAS,5601587085,11/11/2022,02:19P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
83714MG,NY,COM,5601587103,11/11/2022,02:20P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
GMH7870,NY,PAS,5601587498,11/11/2022,03:31P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
HYU7766,NY,PAS,5601587358,11/11/2022,03:07P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T807345C,NY,OMT,5601587905,11/11/2022,09:18P,MOBILE BUS LANE VIOLATION,$200.00 ,MN
31805MN,NY,COM,5601586196,11/11/2022,08:04A,MOBILE BUS LANE VIOLATION,$200.00 ,MN
86043MG,NY,COM,5601586317,11/11/2022,08:19A,MOBILE BUS LANE VIOLATION,$200.00 ,MN
31810MN,NY,COM,5601586410,11/11/2022,08:56A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
HYX1559,NY,PAS,5601586457,11/11/2022,09:09A,MOBILE BUS LANE VIOLATION,$250.00 ,BK
51038NA,NY,COM,5601586731,11/11/2022,10:20A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
76155MM,NY,COM,5601587036,11/11/2022,01:48P,MOBILE BUS LANE VIOLATION,$150.00 ,BK
KGF1530,NY,PAS,5601587334,11/11/2022,03:01P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T751606C,NY,OMT,5601587589,11/11/2022,03:44P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KTL1301,NY,PAS,5601587796,11/11/2022,06:18P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
HFK4517,NY,PAS,5601587619,11/11/2022,03:54P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KXW7207,NY,PAS,5601587681,11/11/2022,04:07P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KLH8111,NY,PAS,5601587784,11/11/2022,06:00P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JKZ6285,NY,PAS,5601588752,11/11/2022,09:46A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JAV8412,NY,PAS,5601586366,11/11/2022,08:30A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
HVV7854,NY,PAS,5601586329,11/11/2022,08:19A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
23704NA,NY,COM,5601586536,11/11/2022,09:17A,MOBILE BUS LANE VIOLATION,$150.00 ,BK
JHG1355,NY,PAS,5601586950,11/11/2022,12:55P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KVN5932,NY,PAS,5601587309,11/11/2022,03:00P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KSD3383,NY,PAS,5601587474,11/11/2022,03:31P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JAM1281,NY,PAS,5601587760,11/11/2022,05:00P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
DJZ1124,NY,PAS,5601586202,11/11/2022,08:05A,MOBILE BUS LANE VIOLATION,$250.00 ,BK
KXC1730,NY,PAS,5601586100,11/11/2022,07:40A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
HZP7578,NY,PAS,5601586615,11/11/2022,09:31A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
24177NA,NY,COM,5601586986,11/11/2022,01:24P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JEJ8763,NY,PAS,5601586706,11/11/2022,09:49A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
BHP3437,NY,PAS,5601586962,11/11/2022,01:08P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HRH9386,NY,PAS,5601587220,11/11/2022,02:36P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JJZ5090,NY,PAS,5601587048,11/11/2022,01:54P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JHL5780,NY,PAS,5601587218,11/11/2022,02:33P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
KGJ7868,NY,PAS,5601587840,11/11/2022,06:46P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
87382NC,NY,COM,5601586810,11/11/2022,11:39A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JGU1691,NY,PAS,5601586676,11/11/2022,09:46A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KMR5284,NY,PAS,5601586380,11/11/2022,08:43A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KFP1173,NY,PAS,5601586226,11/11/2022,08:11A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KGE8778,NY,PAS,5601586860,11/11/2022,12:36P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KRM6655,NY,PAS,5601587164,11/11/2022,02:28P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
88464MB,NY,COM,5601587190,11/11/2022,02:31P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KHM3223,NY,PAS,5601587280,11/11/2022,02:56P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KGJ5523,NY,PAS,5601587292,11/11/2022,02:58P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
91409NC,NY,COM,5601587577,11/11/2022,03:43P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
44449ML,NY,COM,5601587620,11/11/2022,03:56P,MOBILE BUS LANE VIOLATION,$150.00 ,BK
53584NC,NY,COM,5601586070,11/11/2022,07:26A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T786108C,NY,OMT,5601586378,11/11/2022,08:42A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
61365MN,NY,COM,5601586550,11/11/2022,09:24A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KMY3801,NY,PAS,5601587115,11/11/2022,02:21P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
60029MN,NY,COM,5601587243,11/11/2022,02:40P,MOBILE BUS LANE VIOLATION,$200.00 ,MN
KXC9387,NY,PAS,5601587322,11/11/2022,03:01P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KVU1508,NY,PAS,5601586639,11/11/2022,09:37A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HEH3956,NY,PAS,5601586652,11/11/2022,09:42A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JER3994,NY,PAS,5601587050,11/11/2022,01:56P,MOBILE BUS LANE VIOLATION,$150.00 ,BK
78240NB,NY,COM,5601586482,11/11/2022,09:13A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
90418NC,NY,COM,5601586767,11/11/2022,10:54A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KFP1149,NY,PAS,5601587024,11/11/2022,01:45P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
Y201829C,NY,OMT,5601586081,11/11/2022,07:29A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KZD1817,NY,PAS,5601586287,11/11/2022,08:15A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JRF4332,NY,PAS,5601586305,11/11/2022,08:19A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KXW8431,NY,PAS,5601586585,11/11/2022,09:29A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KYA7716,NY,PAS,5601586779,11/11/2022,10:59A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
GVK5229,NY,PAS,5601586901,11/11/2022,12:53P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KHA9903,NY,PAS,5601586871,11/11/2022,12:38P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
25574ND,NY,COM,5601587152,11/11/2022,02:28P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JAL2873,NY,PAS,5601587401,11/11/2022,03:16P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KWN6556,NY,PAS,5601587413,11/11/2022,03:17P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
HXD8682,NY,PAS,5601587772,11/11/2022,05:33P,MOBILE BUS LANE VIOLATION,$200.00 ,BK
KVJ5375,NY,PAS,5601587759,11/11/2022,04:29P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KJB4639,NY,PAS,5601587656,11/11/2022,04:00P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T777921C,NY,OMT,5601587917,11/11/2022,09:41P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T799117C,NY,OMT,5601587887,11/11/2022,09:00P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
JJL1738,NY,PAS,5601586561,11/11/2022,09:24A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
EAE6144,NY,PAS,5601587437,11/11/2022,03:24P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
HAZ6568,NY,PAS,5601587528,11/11/2022,03:35P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
51469NC,NY,COM,8897520388,11/11/2022,03:38P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KHN3177,NY,PAS,9016255205,11/11/2022,12:26P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
90345MM,NY,COM,9016023653,11/11/2022,08:12A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KPY8308,NY,PAS,9017352668,11/11/2022,01:24P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JEK5319,NY,PAS,9018780110,11/11/2022,08:46A,MISUSE PARKING PERMIT,$65.00 ,NY
JKX6165,NY,PAS,9018950737,11/12/2022,08:58P,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
EWT6021,NY,PAS,9018950725,11/12/2022,08:57P,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
KKY1640,NY,PAS,9018950749,11/12/2022,08:59P,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
HUKM,NY,ORG,8874993730,11/12/2022,08:56P,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
THATBABY,NY,SRF,1490303236,11/12/2022,06:48P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,NY
DUW3103,NY,PAS,8837632447,11/12/2022,12:12P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
JKV9064,NY,PAS,1490118070,11/12/2022,03:30P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,K
JEZ1255,NY,PAS,8837632459,11/12/2022,12:16P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
KRW1406,NY,PAS,8837632381,11/12/2022,11:04A,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
KTN1473,NY,OMS,9016229334,11/12/2022,01:34P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
KSF9950,NY,PAS,9017061807,11/12/2022,01:25P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
KVV9292,NY,PAS,1487915603,11/12/2022,08:02P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,NY
KNH8342,NY,PAS,9016229383,11/12/2022,01:57P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
HRK9894,NY,PAS,8870789100,11/12/2022,12:43P,MISUSE PARKING PERMIT,$65.00 ,NY
KWE3882,NY,PAS,8924189633,11/12/2022,01:57P,MISUSE PARKING PERMIT,$65.00 ,NY
JRS9377,NY,PAS,9018225782,11/12/2022,08:49A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
HDW4846,NY,PAS,9017391133,11/12/2022,01:50P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KDW5921,NY,PAS,8923380957,11/12/2022,07:19A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KVT4927,NY,PAS,5601588764,11/12/2022,12:18P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KZJ2833,NY,PAS,5601588338,11/12/2022,09:29P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JBA8703,NY,PAS,5601588340,11/12/2022,09:29P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KKY8638,NY,PAS,5601588030,11/12/2022,01:44P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KJS3832,NY,PAS,5601587930,11/12/2022,06:39A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
87486MN,NY,COM,5601587978,11/12/2022,11:26A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
730BABY,NY,SRF,5601588065,11/12/2022,02:40P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T772603C,NY,OMT,5601588260,11/12/2022,06:15P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KYF2574,NY,PAS,5601588235,11/12/2022,05:34P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
76700MK,NY,COM,5601587942,11/12/2022,09:14A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
30532NA,NY,COM,5601587966,11/12/2022,10:40A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
FDB6149,NY,PAS,5601588314,11/12/2022,08:27P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JLM5859,NY,PAS,5601588247,11/12/2022,05:47P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KEE8263,NY,PAS,5601588223,11/12/2022,05:34P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
36734MJ,NY,COM,5601587954,11/12/2022,09:24A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KVD7041,NY,PAS,5601588296,11/12/2022,06:54P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KWJ4473,NY,PAS,5601588016,11/12/2022,01:21P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JRM8608,NY,PAS,5601588004,11/12/2022,01:05P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KXB3737,NY,PAS,5601588028,11/12/2022,01:42P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HKR9852,NY,PAS,5601588284,11/12/2022,06:47P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JBZ2507,NY,PAS,5601588156,11/12/2022,04:28P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JSC4979,NY,PAS,5601588170,11/12/2022,04:33P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JBN7055,NY,PAS,5601588259,11/12/2022,05:54P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HYR9318,NY,PAS,5601588272,11/12/2022,06:26P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
T711668C,NY,OMT,5601587929,11/12/2022,06:38A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KSE7871,NY,PAS,5601588120,11/12/2022,04:07P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
HNH7985,NY,PAS,5601588181,11/12/2022,04:33P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JNV5293,NY,PAS,5601588211,11/12/2022,05:18P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
AGT9263,NY,PAS,5601588302,11/12/2022,06:59P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
JHU7596,NY,PAS,5601588132,11/12/2022,04:07P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
T795591C,NY,OMT,5601588351,11/12/2022,09:29P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
69894PC,NY,APP,9016847170,11/12/2022,06:33A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
ZHX5638,NY,ITP,9017597227,11/12/2022,06:33A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KGT2403,NY,PAS,9018601974,11/12/2022,09:43P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,BX
GRT8539,NY,PAS,9015834209,11/12/2022,09:44P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,BX
KJR4991,NY,PAS,9014359494,11/12/2022,06:47A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
BZJ1892,NY,PAS,9015458820,11/12/2022,06:16P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
HXG9793,NY,PAS,8882830330,11/12/2022,05:06P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
JGW3163,NY,PAS,8900640057,11/12/2022,09:27A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
16428BR,NY,TRC,9015112812,11/12/2022,07:56A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
16428BR,NY,TRC,9015413745,11/12/2022,08:00A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
KDV3878,NY,PAS,8882830329,11/12/2022,05:04P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
JMC6287,NY,PAS,8900640150,11/12/2022,11:46A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
GLL5136,NY,PAS,9012804700,11/12/2022,02:02P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
JNF5750,NY,PAS,8870789214,11/12/2022,01:12P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KDS5564,NY,PAS,8870789202,11/12/2022,01:10P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KLE4755,NY,PAS,9014753962,11/12/2022,06:50A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KBZ7249,NY,PAS,9015458832,11/12/2022,06:17P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JBH2114,NY,PAS,9015834192,11/12/2022,09:43P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,BX
HZP2572,NY,PAS,9017740346,11/12/2022,09:12A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
FHZ4038,NY,PAS,9014753974,11/12/2022,06:50A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JRS6617,NY,PAS,9014753950,11/12/2022,06:48A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
HZP2572,NY,PAS,9017353089,11/12/2022,09:54A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KKY1576,NY,PAS,8868341967,11/12/2022,05:08P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KFK7281,NY,PAS,9016445614,11/13/2022,11:29A,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
KNY7011,NY,PAS,9016445596,11/13/2022,11:26A,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
GVG3090,NY,PAS,1488666805,11/13/2022,04:46P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,BX
HHU8111,NY,PAS,1478443352,11/13/2022,05:25P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
KKG5489,NY,PAS,1478443108,11/13/2022,05:40P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
537462,NY,PAS,9017900507,11/13/2022,01:30P,MISUSE PARKING PERMIT,$65.00 ,NY
GDV1875,NY,PAS,8924378223,11/13/2022,08:54A,MISUSE PARKING PERMIT,$65.00 ,NY
90627,NY,MED,9018515863,11/13/2022,10:55A,MISUSE PARKING PERMIT,$65.00 ,NY
KEF2032,NY,PAS,8570196246,11/13/2022,12:45P,MISUSE PARKING PERMIT,$65.00 ,NY
NYHC1,NY,OMT,8924378247,11/13/2022,08:57A,MISUSE PARKING PERMIT,$65.00 ,NY
KXM2072,NY,PAS,8984545960,11/13/2022,01:02P,MISUSE PARKING PERMIT,$65.00 ,K
GMV2529,NY,PAS,9017930100,11/13/2022,01:37P,MISUSE PARKING PERMIT,$65.00 ,NY
BXW4482,NY,PAS,9017930081,11/13/2022,01:34P,MISUSE PARKING PERMIT,$65.00 ,NY
KWD9632,NY,PAS,9015383959,11/13/2022,07:37A,MISUSE PARKING PERMIT,$65.00 ,K
BTM8103,NY,PAS,9019225157,11/13/2022,09:24A,MISUSE PARKING PERMIT,$65.00 ,NY
GYK2996,NY,PAS,9019225182,11/13/2022,09:39A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KXU1703,NY,PAS,9019225078,11/13/2022,08:31A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
GKE2476,NY,PAS,5601588594,11/13/2022,07:09P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HTV1675,NY,PAS,5601588557,11/13/2022,06:21P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KKP5269,NY,PAS,5601588636,11/13/2022,09:36P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KVN9413,NY,PAS,5601588430,11/13/2022,01:37P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T104893C,NY,OMT,5601588624,11/13/2022,09:35P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HXK5218,NY,PAS,5601588612,11/13/2022,08:59P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JJH4021,NY,PAS,5601588399,11/13/2022,11:16A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JNF5753,NY,PAS,5601588454,11/13/2022,02:07P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
AGH3637,NY,PAS,5601588521,11/13/2022,04:24P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HCJ4948,NY,PAS,5601588375,11/13/2022,09:59A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HZP5745,NY,PAS,5601588569,11/13/2022,06:21P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JNS1587,NY,PAS,5601588600,11/13/2022,07:44P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KHF3766,NY,PAS,5601588363,11/13/2022,09:51A,MOBILE BUS LANE VIOLATION,$150.00 ,BK
JKX7289,NY,PAS,5601588405,11/13/2022,12:19P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JAJ1909,NY,PAS,5601588429,11/13/2022,01:12P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
BEN8989,NY,SRF,5601588417,11/13/2022,12:58P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T778519C,NY,OMT,5601588570,11/13/2022,06:34P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
19LH00Q,NY,PAS,1485980136,11/13/2022,08:38P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
6F24B,NY,OMT,9018515991,11/13/2022,12:50P,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
KJB2355,NY,PAS,9018170938,11/13/2022,06:34A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KTH2147,NY,PAS,9018192272,11/13/2022,02:04P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KSH3669,NY,PAS,8757839890,11/13/2022,04:10P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KFT6734,NY,PAS,8936481915,11/13/2022,08:18A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JGN4761,NY,PAS,9015153231,11/13/2022,04:17P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KVX3161,NY,PAS,9015145428,11/13/2022,01:25P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JBM8685,NY,PAS,9018192259,11/13/2022,02:01P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KWZ4552,NY,PAS,9018515462,11/13/2022,07:28A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
T100998C,NY,OMT,8882830640,11/13/2022,02:21P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
87649MK,NY,COM,8757839906,11/13/2022,04:12P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KAG3477,NY,PAS,9016058450,11/13/2022,11:47A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JCU6266,NY,PAS,9017900635,11/13/2022,02:11P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
87648MK,NY,COM,9018191942,11/13/2022,08:19A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
18804MG,NY,COM,9018771107,11/13/2022,09:58A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
DEU8828,NY,PAS,9018771399,11/13/2022,02:39P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
HUR1762,NY,PAS,9018441399,11/13/2022,03:54P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
EKW5897,NY,PAS,9018515516,11/13/2022,07:50A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KEL4310,NY,PAS,9018441417,11/13/2022,05:20P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KEH8098,NY,PAS,9018441272,11/13/2022,01:12P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JGJ6133,NY,PAS,8808148993,11/13/2022,05:41P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
